config,file,n,k,alpha,construct_mode,ls_mode,reactive_alphas,reactive_block,sample_size,iterations,time_limit_s,timed_out,max_value,size,feasible,time_s,time_to_solution_s,elements
GRASP_POP_alpha=0.050000,Compound.I,399,20,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,true,-0.207592,20,true,19468,7525,133 241 88 214 393 370 274 299 323 49 186 209 352 176 3 148 32 17 61 167
GRASP_WLS_alpha=0.050000,Compound.I,399,20,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.217364,20,true,10069,2300,337 100 199 300 120 164 251 355 32 50 128 319 393 203 88 370 279 17 176 214
GRASP_alpha=0.050000,Compound.I,399,25,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.183301,25,true,17820,17820,135 393 375 214 186 49 149 346 361 240 304 274 330 289 54 234 17 209 30 176 84 126 70 165 34
GRASP_FI_alpha=0.050000,Compound.I,399,25,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,true,-0.183483,25,true,19081,19081,380 32 49 269 17 3 149 186 26 61 88 135 126 176 209 214 284 299 330 352 365 393 165 240 234
RPG_p=20,Compound.I,399,25,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,true,-0.182740,25,true,21304,21304,361 234 274 2 149 176 17 240 375 214 41 126 346 304 330 393 165 209 186 32 54 289 139 70 84
GRASP_POP_alpha=0.050000,Compound.I,399,25,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,true,-0.182948,25,true,21595,21595,214 186 148 32 135 17 241 49 88 393 176 167 323 209 3 26 70 126 346 361 54 375 304 274 289
GRASP_WLS_alpha=0.050000,Compound.I,399,25,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.191321,25,true,10109,5795,340 70 199 283 139 164 244 371 32 51 264 203 87 309 125 392 17 323 176 214 41 356 149 239 2
GRASP_alpha=0.050000,Concrete_Data.i,1030,3,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-2.472334,3,true,10208,1045,959 291 601
GRASP_FI_alpha=0.050000,Concrete_Data.i,1030,3,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,true,-2.472334,3,true,10304,1399,291 959 601
RPG_p=20,Concrete_Data.i,1030,3,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,true,-2.472334,3,true,10388,2235,291 959 601
GRASP_POP_alpha=0.050000,Concrete_Data.i,1030,3,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,true,-2.472334,3,true,10059,637,291 959 601
GRASP_WLS_alpha=0.050000,Concrete_Data.i,1030,3,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-2.486300,3,true,10081,2384,399 913 789
GRASP_alpha=0.050000,Concrete_Data.i,1030,4,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-2.299448,4,true,1503,1503,997 694 760 291
GRASP_FI_alpha=0.050000,Concrete_Data.i,1030,4,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-2.299448,4,true,2982,2982,997 291 694 760
RPG_p=20,Concrete_Data.i,1030,4,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-2.299448,4,true,1544,1544,694 997 760 291
GRASP_POP_alpha=0.050000,Concrete_Data.i,1030,4,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-2.299448,4,true,8393,8393,694 760 997 291
GRASP_WLS_alpha=0.050000,Concrete_Data.i,1030,4,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-2.311475,4,true,10123,7544,958 601 270 679
GRASP_alpha=0.050000,Concrete_Data.i,1030,5,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-2.175514,5,true,11197,11197,291 644 860 694 116
GRASP_FI_alpha=0.050000,Concrete_Data.i,1030,5,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,true,-2.175514,5,true,10945,5944,291 644 694 860 116
RPG_p=20,Concrete_Data.i,1030,5,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,true,-2.175514,5,true,10364,3972,291 694 116 860 644
GRASP_POP_alpha=0.050000,Concrete_Data.i,1030,5,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,true,-2.175514,5,true,10360,3048,291 694 860 644 116
GRASP_WLS_alpha=0.050000,Concrete_Data.i,1030,5,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-2.186568,5,true,10084,3661,985 644 291 119 694
GRASP_alpha=0.050000,Concrete_Data.i,1030,6,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-2.061166,6,true,13349,3771,60 291 116 728 694 860
GRASP_FI_alpha=0.050000,Concrete_Data.i,1030,6,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,true,-2.061166,6,true,10520,2931,60 291 728 860 694 116
RPG_p=20,Concrete_Data.i,1030,6,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,true,-2.061166,6,true,10554,3871,694 60 116 291 860 728
GRASP_POP_alpha=0.050000,Concrete_Data.i,1030,6,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,true,-2.061166,6,true,11183,3794,291 860 116 694 728 60
GRASP_WLS_alpha=0.050000,Concrete_Data.i,1030,6,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-2.077116,6,true,10146,9894,906 644 271 679 116 65
GRASP_alpha=0.050000,Concrete_Data.i,1030,20,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-1.477369,20,true,74505,74505,1029 817 655 725 473 276 785 115 702 638 305 292 427 118 129 18 441 801 915 30
GRASP_FI_alpha=0.050000,Concrete_Data.i,1030,20,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,true,-1.480026,20,true,48716,48716,694 116 624 685 621 60 18 118 276 292 427 473 555 738 817 868 305 915 1013 186
RPG_p=20,Concrete_Data.i,1030,20,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,true,-1.483240,20,true,62065,62065,126 441 116 915 787 587 60 487 818 367 739 785 655 256 1013 276 685 440 7 868
GRASP_POP_alpha=0.050000,Concrete_Data.i,1030,20,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,true,-1.479065,20,true,91183,91183,118 1029 473 292 441 305 18 116 685 915 555 694 276 785 638 801 427 817 725 30
GRASP_WLS_alpha=0.050000,Concrete_Data.i,1030,20,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-1.511798,20,true,10815,6536,952 270 728 139 694 65 301 95 818 292 665 473 801 37 978 555 428 621 997 856
GRASP_alpha=0.050000,Concrete_Data.i,1030,25,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-1.373257,25,true,152170,152170,685 817 1013 292 276 787 785 973 118 427 801 694 473 441 487 256 561 152 138 854 555 814 7 26 915
GRASP_FI_alpha=0.050000,Concrete_Data.i,1030,25,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,true,-1.372885,25,true,140482,140482,694 123 292 817 555 157 138 441 473 256 487 215 276 685 638 725 785 801 814 868 905 915 1013 7 26
RPG_p=20,Concrete_Data.i,1030,25,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,true,-1.374822,25,true,176979,176979,671 276 814 854 292 785 695 305 427 817 18 725 118 959 155 60 801 402 655 186 869 973 638 473 915
GRASP_POP_alpha=0.050000,Concrete_Data.i,1030,25,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,true,-1.373711,25,true,154380,154380,118 817 809 555 685 694 305 276 473 785 638 725 915 420 968 347 868 152 138 215 186 814 1013 7 26
GRASP_WLS_alpha=0.050000,Concrete_Data.i,1030,25,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-1.408206,25,true,12104,12104,952 271 802 138 702 60 495 250 126 601 710 817 435 372 744 160 256 915 615 856 472 555 28 285 810
GRASP_alpha=0.050000,DBLCA.I,141,3,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-27.247312,3,true,2,2,27 78 116
GRASP_FI_alpha=0.050000,DBLCA.I,141,3,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-27.247312,3,true,7,7,27 78 116
RPG_p=20,DBLCA.I,141,3,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-27.247312,3,true,3,3,78 27 116
GRASP_POP_alpha=0.050000,DBLCA.I,141,3,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-27.247312,3,true,4,4,27 78 116
GRASP_WLS_alpha=0.050000,DBLCA.I,141,3,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-27.247312,3,true,5169,6,27 78 116
GRASP_alpha=0.050000,DBLCA.I,141,4,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-26.767560,4,true,45,45,27 78 124 100
GRASP_FI_alpha=0.050000,DBLCA.I,141,4,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-26.767560,4,true,17,17,27 78 100 124
RPG_p=20,DBLCA.I,141,4,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-26.767560,4,true,14,14,78 27 124 100
GRASP_POP_alpha=0.050000,DBLCA.I,141,4,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-26.767560,4,true,23,23,27 78 124 100
GRASP_WLS_alpha=0.050000,DBLCA.I,141,4,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-26.793509,4,true,7524,62,125 27 78 124
GRASP_alpha=0.050000,DBLCA.I,141,5,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-26.310882,5,true,36,36,27 63 124 100 50
GRASP_FI_alpha=0.050000,DBLCA.I,141,5,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-26.310882,5,true,32,32,27 63 124 100 50
RPG_p=20,DBLCA.I,141,5,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-26.310882,5,true,14,14,100 50 27 124 63
GRASP_POP_alpha=0.050000,DBLCA.I,141,5,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-26.310882,5,true,26,26,27 63 124 100 50
GRASP_WLS_alpha=0.050000,DBLCA.I,141,5,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-26.357255,5,true,10003,68,125 27 78 124 63
GRASP_alpha=0.050000,DBLCA.I,141,6,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-25.895544,6,true,38,38,27 124 63 100 108 50
GRASP_FI_alpha=0.050000,DBLCA.I,141,6,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-25.895544,6,true,41,41,27 124 63 100 108 50
RPG_p=20,DBLCA.I,141,6,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-25.895544,6,true,45,45,27 100 124 63 108 50
GRASP_POP_alpha=0.050000,DBLCA.I,141,6,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-25.895544,6,true,41,41,27 63 124 100 50 108
GRASP_WLS_alpha=0.050000,DBLCA.I,141,6,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-25.987869,6,true,10003,64,50 125 27 63 124 100
GRASP_alpha=0.050000,DBLCA.I,141,20,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-22.165820,20,true,10142,2573,27 78 63 125 124 50 114 105 24 87 9 3 133 134 88 72 104 138 59 139
GRASP_FI_alpha=0.050000,DBLCA.I,141,20,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,true,-22.165820,20,true,10150,10150,125 27 78 63 124 50 3 105 87 9 24 88 133 59 72 104 114 134 138 139
RPG_p=20,DBLCA.I,141,20,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-22.164880,20,true,8098,8098,27 80 78 124 114 3 104 50 87 9 105 59 125 24 72 133 134 88 138 90
GRASP_POP_alpha=0.050000,DBLCA.I,141,20,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,true,-22.173647,20,true,10344,9434,27 63 50 124 100 82 3 105 87 117 9 114 24 88 133 130 78 134 23 59
GRASP_WLS_alpha=0.050000,DBLCA.I,141,20,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-22.182078,20,true,10002,6346,125 27 78 124 63 100 50 114 3 105 87 9 133 117 88 24 72 134 59 130
GRASP_alpha=0.050000,DBLCA.I,141,25,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-21.002395,25,true,2222,2222,27 78 125 124 50 24 114 105 87 9 133 3 88 130 134 15 137 90 72 59 23 104 139 138 80
GRASP_FI_alpha=0.050000,DBLCA.I,141,25,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-21.002395,25,true,2086,2086,27 78 50 124 3 105 87 9 88 24 133 72 90 59 80 114 139 137 134 125 104 138 15 130 23
RPG_p=20,DBLCA.I,141,25,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-21.002395,25,true,717,717,24 125 72 78 132 114 87 27 50 124 139 105 3 134 88 133 9 59 130 15 90 23 104 138 80
GRASP_POP_alpha=0.050000,DBLCA.I,141,25,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-21.002395,25,true,1299,1299,27 78 124 24 105 114 9 87 139 134 72 15 133 125 104 138 132 90 130 88 80 3 50 59 23
GRASP_WLS_alpha=0.050000,DBLCA.I,141,25,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-21.021856,25,true,10041,6498,125 27 78 124 63 114 100 50 3 105 87 9 132 24 72 88 117 134 133 130 82 23 59 90 48
GRASP_alpha=0.050000,DBLCB.I,180,3,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-27.184073,3,true,8,8,0 103 169
GRASP_FI_alpha=0.050000,DBLCB.I,180,3,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-27.184073,3,true,11,11,0 103 169
RPG_p=20,DBLCB.I,180,3,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-27.184073,3,true,26,26,103 0 169
GRASP_POP_alpha=0.050000,DBLCB.I,180,3,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-27.184073,3,true,11,10,0 103 169
GRASP_WLS_alpha=0.050000,DBLCB.I,180,3,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-27.225292,3,true,8754,34,151 0 66
GRASP_alpha=0.050000,DBLCB.I,180,4,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-26.390603,4,true,25,24,0 166 151 66
GRASP_FI_alpha=0.050000,DBLCB.I,180,4,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-26.390603,4,true,19,19,0 166 151 66
RPG_p=20,DBLCB.I,180,4,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-26.390603,4,true,30,30,0 166 151 66
GRASP_POP_alpha=0.050000,DBLCB.I,180,4,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-26.390603,4,true,19,19,0 166 151 66
GRASP_WLS_alpha=0.050000,DBLCB.I,180,4,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-26.390603,4,true,10002,18,151 0 66 166
GRASP_alpha=0.050000,DBLCB.I,180,5,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-25.930980,5,true,66,66,0 103 151 66 166
GRASP_FI_alpha=0.050000,DBLCB.I,180,5,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-25.930980,5,true,16,16,0 103 166 151 66
RPG_p=20,DBLCB.I,180,5,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-25.930980,5,true,122,122,0 103 166 151 66
GRASP_POP_alpha=0.050000,DBLCB.I,180,5,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-25.930980,5,true,43,43,0 166 151 66 103
GRASP_WLS_alpha=0.050000,DBLCB.I,180,5,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-25.930980,5,true,10004,19,151 0 103 166 66
GRASP_alpha=0.050000,DBLCB.I,180,6,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-25.497571,6,true,63,63,0 103 168 66 41 151
GRASP_FI_alpha=0.050000,DBLCB.I,180,6,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-25.497571,6,true,39,39,151 0 103 66 168 41
RPG_p=20,DBLCB.I,180,6,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-25.497571,6,true,114,114,103 0 66 151 168 41
GRASP_POP_alpha=0.050000,DBLCB.I,180,6,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-25.497571,6,true,75,75,0 103 151 66 168 41
GRASP_WLS_alpha=0.050000,DBLCB.I,180,6,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-25.525658,6,true,10005,8,151 0 103 169 66 168
GRASP_alpha=0.050000,DBLCB.I,180,20,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-22.338386,20,true,376,376,0 103 169 151 168 66 41 89 108 21 178 100 83 152 133 95 23 63 67 17
GRASP_FI_alpha=0.050000,DBLCB.I,180,20,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-22.338386,20,true,241,241,0 103 169 151 168 66 41 89 152 21 108 63 100 133 178 83 95 23 17 67
RPG_p=20,DBLCB.I,180,20,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-22.338386,20,true,811,811,41 66 0 168 151 63 89 23 21 133 169 83 108 103 152 100 178 95 17 67
GRASP_POP_alpha=0.050000,DBLCB.I,180,20,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-22.338386,20,true,338,338,0 66 169 103 168 63 152 89 151 21 41 100 133 178 83 95 108 17 23 67
GRASP_WLS_alpha=0.050000,DBLCB.I,180,20,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-22.338386,20,true,10008,881,151 0 103 169 66 63 168 108 89 41 152 21 67 100 83 133 178 95 17 23
GRASP_alpha=0.050000,DBLCB.I,180,25,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-21.459859,25,true,10107,1833,151 0 103 166 66 63 168 152 169 89 58 21 100 178 133 83 95 39 108 23 17 80 3 49 102
GRASP_FI_alpha=0.050000,DBLCB.I,180,25,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,true,-21.459859,25,true,10290,292,151 0 103 166 66 168 63 152 169 89 58 21 100 39 133 178 83 108 95 23 3 17 102 49 80
RPG_p=20,DBLCB.I,180,25,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-21.449765,25,true,1268,1268,169 178 103 0 66 152 173 39 108 166 89 20 168 95 80 17 100 151 63 102 49 83 23 58 163
GRASP_POP_alpha=0.050000,DBLCB.I,180,25,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,true,-21.460545,25,true,10262,3872,0 103 169 151 168 66 89 63 152 21 178 100 133 95 83 108 17 23 67 166 39 80 24 102 49
GRASP_WLS_alpha=0.050000,DBLCB.I,180,25,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-21.461657,25,true,10064,4912,151 0 103 166 66 63 168 108 89 169 21 152 58 100 133 95 178 83 39 23 102 3 17 48 80
GRASP_alpha=0.050000,DOWJONES.I,750,3,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.628398,3,true,4163,4163,704 732 636
GRASP_FI_alpha=0.050000,DOWJONES.I,750,3,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-0.628398,3,true,879,879,636 704 732
RPG_p=20,DOWJONES.I,750,3,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-0.628398,3,true,2910,2910,704 732 636
GRASP_POP_alpha=0.050000,DOWJONES.I,750,3,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-0.628398,3,true,3521,3521,704 732 636
GRASP_WLS_alpha=0.050000,DOWJONES.I,750,3,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.631974,3,true,10039,4559,305 298 619
GRASP_alpha=0.050000,DOWJONES.I,750,4,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.464505,4,true,530,530,129 607 530 208
GRASP_FI_alpha=0.050000,DOWJONES.I,750,4,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-0.464505,4,true,583,583,129 208 530 607
RPG_p=20,DOWJONES.I,750,4,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-0.464505,4,true,1973,1973,607 129 530 208
GRASP_POP_alpha=0.050000,DOWJONES.I,750,4,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-0.464505,4,true,1524,1524,129 530 208 607
GRASP_WLS_alpha=0.050000,DOWJONES.I,750,4,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.468300,4,true,10041,7283,694 119 237 324
GRASP_alpha=0.050000,DOWJONES.I,750,5,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.328465,5,true,1082,1082,530 527 705 129 693
GRASP_FI_alpha=0.050000,DOWJONES.I,750,5,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-0.328465,5,true,1225,1225,527 129 530 693 705
RPG_p=20,DOWJONES.I,750,5,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-0.328465,5,true,1382,1382,527 530 705 129 693
GRASP_POP_alpha=0.050000,DOWJONES.I,750,5,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-0.328465,5,true,1198,1198,129 530 705 527 693
GRASP_WLS_alpha=0.050000,DOWJONES.I,750,5,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.333272,5,true,10003,7450,205 274 617 324 151
GRASP_alpha=0.050000,DOWJONES.I,750,6,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.269710,6,true,3597,3597,687 527 449 530 604 129
GRASP_FI_alpha=0.050000,DOWJONES.I,750,6,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-0.269710,6,true,4445,4445,129 449 527 530 604 687
RPG_p=20,DOWJONES.I,750,6,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-0.269710,6,true,1486,1486,129 604 530 449 527 687
GRASP_POP_alpha=0.050000,DOWJONES.I,750,6,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-0.269710,6,true,5162,5162,530 129 527 449 687 604
GRASP_WLS_alpha=0.050000,DOWJONES.I,750,6,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.278712,6,true,10054,2328,695 60 48 711 526 747
GRASP_alpha=0.050000,DOWJONES.I,750,20,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.083873,20,true,43129,43129,143 687 604 366 690 95 117 553 356 258 679 129 386 445 59 527 607 46 555 515
GRASP_FI_alpha=0.050000,DOWJONES.I,750,20,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-0.083672,20,true,37900,37900,59 604 46 117 142 258 329 336 356 366 386 445 462 527 553 559 607 679 687 690
RPG_p=20,DOWJONES.I,750,20,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-0.083672,20,true,47808,47808,366 559 142 687 329 553 445 604 386 607 46 690 117 59 258 527 356 679 336 462
GRASP_POP_alpha=0.050000,DOWJONES.I,750,20,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,true,-0.084031,20,true,65603,65603,117 258 445 329 59 592 286 679 366 386 607 559 142 145 604 336 356 462 46 149
GRASP_WLS_alpha=0.050000,DOWJONES.I,750,20,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.090092,20,true,10697,2257,250 554 619 275 517 555 314 420 91 122 8 285 396 140 256 699 399 414 379 144
GRASP_alpha=0.050000,DOWJONES.I,750,25,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.070649,25,true,71125,71125,149 423 145 59 445 553 687 627 262 117 295 236 386 710 508 366 580 469 14 679 690 604 462 46 336
GRASP_FI_alpha=0.050000,DOWJONES.I,750,25,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,true,-0.070537,25,true,56808,56808,445 14 710 145 46 59 117 129 143 225 30 236 262 295 336 366 423 462 604 679 687 690 553 149 515
RPG_p=20,DOWJONES.I,750,25,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,true,-0.070532,25,true,81378,81377,705 262 458 687 462 690 145 679 351 320 338 553 117 366 386 559 149 59 445 607 295 46 142 627 580
GRASP_POP_alpha=0.050000,DOWJONES.I,750,25,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,true,-0.070763,25,true,68226,68226,527 690 59 366 143 445 687 46 129 607 117 679 553 356 515 145 523 295 14 387 462 262 336 598 316
GRASP_WLS_alpha=0.050000,DOWJONES.I,750,25,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.076115,25,true,11403,7158,506 597 116 517 688 607 679 56 725 369 549 328 710 14 292 386 438 45 208 731 604 145 104 67 717
GRASP_alpha=0.050000,Normal300.i,300,3,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.819265,3,true,212,212,220 184 275
GRASP_FI_alpha=0.050000,Normal300.i,300,3,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-0.819265,3,true,84,84,275 184 220
RPG_p=20,Normal300.i,300,3,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-0.819265,3,true,100,100,275 184 220
GRASP_POP_alpha=0.050000,Normal300.i,300,3,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-0.819265,3,true,457,457,184 275 220
GRASP_WLS_alpha=0.050000,Normal300.i,300,3,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.825176,3,true,10006,5048,279 296 220
GRASP_alpha=0.050000,Normal300.i,300,4,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.716381,4,true,105,105,127 57 212 232
GRASP_FI_alpha=0.050000,Normal300.i,300,4,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-0.716381,4,true,118,118,57 127 212 232
RPG_p=20,Normal300.i,300,4,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-0.716381,4,true,161,161,57 127 232 212
GRASP_POP_alpha=0.050000,Normal300.i,300,4,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-0.716381,4,true,162,162,57 232 212 127
GRASP_WLS_alpha=0.050000,Normal300.i,300,4,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.720526,4,true,10003,8373,286 57 287 254
GRASP_alpha=0.050000,Normal300.i,300,5,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.656631,5,true,473,473,214 127 119 178 48
GRASP_FI_alpha=0.050000,Normal300.i,300,5,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-0.656631,5,true,163,163,119 127 214 48 178
RPG_p=20,Normal300.i,300,5,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-0.656631,5,true,426,426,127 178 119 214 48
GRASP_POP_alpha=0.050000,Normal300.i,300,5,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,true,-0.662136,5,true,10176,275,249 296 236 285 254
GRASP_WLS_alpha=0.050000,Normal300.i,300,5,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.659571,5,true,10020,2027,134 127 28 32 149
GRASP_alpha=0.050000,Normal300.i,300,6,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.604765,6,true,4193,4193,56 236 257 127 179 122
GRASP_FI_alpha=0.050000,Normal300.i,300,6,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,true,-0.605226,6,true,10052,203,178 49 13 48 127 214
